conflict_id,message,state,conflict_explanation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C963,UNKNOWN,UNKNOWN,"As outlined in clause 7.2.8.1, whenever a fresh KeNB is calculated from the KASME (as described in Annex A.3), the MME shall transfer the KeNB to the serving eNB in a message modifying the security context in the eNB. The MME and the UE shall also compute the NH parameter from the KASME and the fresh KeNB as described in Annex A.4 according to the rules in clause 7.2.9.2. An NCC value 1 is associated with the NH parameter derived from the fresh KeNB and NCC value 0 with the KeNB. The UE shall compute KeNB and NH in the same way as the MME. From the newly computed KeNB, the eNB and the UE shall compute the temporary KeNB* and then the final KeNB from that KeNB* as described in clause 7.2.9.2 NOTE 1: Since MME does not send the NH value to eNB in S1 UE CONTEXT MODIFICATION REQUEST, the NH value associated with the NCC value one can not be used in the next X2 handover or the next intra-eNB handover. So for the next X2 handover or the next intra-eNB handover the horizontal key derivation (see Figure 7.2.8.1-1) will NOTE 2: One of the rules specified for the MME in clause 7.2.8.4 of this specification states that the MME always computes a fresh {NH, NCC} pair that is given to the target eNB. An implication of this is that the first {NH, NCC} pair, i.e., the one with NCC equal to 1 will never be used to derive a KeNB. It only serves as an initial value for the NH chain NOTE 3: At the UE, the NH derivation associated with NCC=1 could be delayed until the first handover performing vertical key .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C964,UNKNOWN,UNKNOWN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C965,UNKNOWN,UNKNOWN,"When the eNB decides to perform an intra-eNB handover it shall derive KeNB* as in Annex A.5 using target PCI, its frequency EARFCN-DL, and either NH or the current KeNB depending on the following criteria: the eNB shall use the NH for deriving KeNB* if an unused {NH, NCC} pair is available in the eNB (this is referred to as a vertical key derivation), otherwise if no unused {NH, NCC} pair is available in the eNB, the eNB shall derive KeNB* from the current KeNB (this is referred to as a horizontal key derivation) The eNB shall use the KeNB* as the KeNB after handover. The eNB shall send the NCC used for KeNB* derivation to UE in HO Command message NOTE: The key derivation mechanism described in this clause is also applicable to CHOdefined in TS 36.300[30] .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C966,UNKNOWN,UNKNOWN,"As in intra-eNB handovers, for X2 handovers the source eNB shall perform a vertical key derivation in case it has an unused {NH, NCC} pair. The source eNB shall first compute KeNB* from target PCI, its frequency EARFCN-DL, and either from currently active KeNB in case of horizontal key derivation or from the NH in case of vertical key derivation as described in Annex A.5 Next the source eNB shall forward the {KeNB*, NCC} pair to the target eNB The target eNB shall use the received KeNB* directly as KeNB to be used with the UE. The target eNB shall associate the NCC value received from source eNB with the KeNB. The target eNB shall include the received NCC into the prepared HO Command message, which is sent back to the source eNB in a transparent container and forwarded to the UE by source eNB When the target eNB has completed the handover signaling with the UE, it shall send a S1 PATH SWITCH REQUEST to the MME. Upon reception of the S1 PATH SWITCH REQUEST, the MME shall increase its locally kept NCC value by one and compute a new fresh NH by using the KASME and its locally kept NH value as input to the function defined in Annex A.4. The MME shall then send the newly computed {NH, NCC} pair to the target eNB in the S1 PATH SWITCH REQUEST ACKNOWLEDGE message. The target eNB shall store the received {NH, NCC} pair for further handovers and remove other existing unused stored {NH, NCC} pairs if any NOTE 1: Because the path switch message is transmitted after the radio link handover, it can only be used to provide keying material for the next handover procedure and target eNB. Thus, for X2-handovers key separation happens only after two hops because the source eNB knows the target eNB keys. The target eNB can immediately initiate an intra-cell handover to take the new NH into use once the new NH has arrived in the S1 PATH SWITCH REQUEST ACKNOWLEDGE NOTE 2: The key derivation mechanism described in this clause is also applicable to CHOdefined in TS 36.300[30] .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C967,UNKNOWN,UNKNOWN,"Upon reception of the HANDOVER REQUIRED message the source MME shall increase its locally kept NCC value by one and compute a fresh NH from its stored data using the function defined in Annex A.4. The source MME shall store that fresh pair and send it to the target MME in the S10 FORWARD RELOCATION REQUEST message. The S10 FORWARD RELOCATION REQUEST message shall in addition contain the KASME that is currently used to compute {NH NCC} pairs and its corresponding eKSI The target MME shall store locally the {NH, NCC} pair received from the The target MME shall then send the received {NH, NCC} pair to the target eNB within the S1 HANDOVER REQUEST Upon receipt of the S1 HANDOVER REQUEST from the target MME, the target eNB shall compute the KeNB to be used with the UE by performing the key derivation defined in Annex A.5 with the fresh{NH, NCC} pair in the S1 HANDOVER REQUEST and the target PCI and its frequency EARFCN-DL. The target eNB shall associate the NCC value received from MME with the KeNB. The target eNB shall include the NCC value from the received {NH, NCC} pair into the HO Command to the UE and remove any existing unused stored {NH NOTE: The source MME may be the same as the target MME in the description in this clause. If so the single MME performs the roles of both the source and target MME, i.e. the MME calculates and stores the fresh {NH, NCC} pair and sends this to the target eNB For S1-handover, the source eNB shall include AS algorithms used in the source cell (ciphering and integrity algorithms) in the source to target transparent container that shall be sent to the target eNB. The AS algorithms used by in the source cell are provided to the target eNB so that it can decipher and integrity verify the RRCReestablishmentComplete message on SRB1 in the potential RRCConnectionRe-establishment procedure .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C968,UNKNOWN,UNKNOWN,"The UE behaviour is the same regardless if the handover is S1, X2 or intra eNB. The UE behaviour is also same in case of Conditional Handover, as specified in TS 36.300 [30], i.e., the UE shall use the parameters of the selected target cell in KeNB* derivations If the NCC value the UE received in the HO Command message from target eNB via source eNB is equal to the NCC value associated with the currently active KeNB, the UE shall derive the KeNB* from the currently active KeNB and the target PCI and its frequency EARFCN-DL using the function defined If the UE received an NCC value that was different from the NCC associated with the currently active KeNB, the UE shall first synchronize the locally kept NH parameter by computing the function defined in Annex A.4 iteratively (and increasing the NCC value until it matches the NCC value received from the source eNB via the HO command message. When the NCC values match, the UE shall compute the KeNB* from the synchronized NH parameter and the target PCI and its frequency EARFCN-DL using the function defined in Annex A.5 The UE shall use the KeNB* as the KeNB when communicating with the target .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C969,UNKNOWN,UNKNOWN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C970,UNKNOWN,UNKNOWN,"Key-change-on-the fly consists of re-keying or key-refresh Key refresh shall be possible for KeNB, KRRC-enc, KRRC-int, KUP-int, and KUP-enc and shall be initiated by the eNB when a PDCP COUNTs is about to be re-used with the same Radio Bearer identity and with the same KeNB. The procedure is described in clause 7.2.9.3 Re-keying shall be possible for the KeNB, KRRC-enc, KRRC-int, KUP-int, and KUP-enc. This re-keying shall be initiated by the MME when an EPS AS security context different from the currently active one shall be activated. The procedures for doing this are described in clause 7.2.9.2 Re-keying shall be possible for KNAS-enc and KNAS-int. Re-keying of KNAS enc and KNAS-int shall be initiated by the MME when a EPS NAS security context different from the currently active one shall be activated. The procedures for doing this are described in clause 7.2.9.4 Re-keying of the entire EPS key hierarchy including KASME shall be achieved by first re-keying KASME, then KNAS-enc and KNAS-int, followed by re-keying of the KeNB and derived keys. For NAS key change-on-on-the fly, activation of NAS keys is accomplished by a NAS SMC procedure AS Key change on-the-fly is accomplished using a procedure based on intra cell handover. The following AS key changes on-the-fly shall be possible local KeNB refresh (performed when PDCP COUNTs are about to wrap around) KeNB re-keying performed after an AKA run, activation of a native context after handover from UTRAN or GERAN .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C971,UNKNOWN,UNKNOWN,"The KeNB re-keying procedure is initiated by the MME. It may be used under - after a successful AKA run with the UE as part of activating a partial native EPS security context, or - as part of re-activating a non-current full native EPS security context after handover from GERAN or UTRAN according to clauses 9.2.2.1 - to create a new KeNBfrom the current KASME NOTE 1: To perform a key change on-the-fly of the entire key hierarchy the MME has to change the EPS NAS security context before changing the AS security context In order to be able to re-key the KeNB, the MME requires a fresh uplink NAS COUNT from a successful NAS SMC procedure with the UE. In the case of creating a new KeNB from the current KASME a NAS SMC procedure shall be run first to provide this fresh uplink NAS COUNT. This NAS SMC procedure does not have to change other parameters in the current EPS NAS security context. T he MME derives the new KeNB using the key derivation function as specified in Annex A.3 using the KASME and the uplink NAS COUNT used in the most recent NAS Security Mode Complete message. The KeNBis sent to the eNB in an S1 AP UE CONTEXT MODIFICATION REQUEST message triggering the eNB to perform the re-keying. The eNB runs the key-change-on-the-fly procedure with the UE. During this procedure the eNB shall indicate to the UE that a key change on-the-fly is taking place. The procedure used is based on an intra-cell handover, and hence the same KeNB derivation steps shall be taken as in a normal handover procedure When the UE receives an indication that the procedure is a key change on the-fly procedure, the UE shall derive a temporary KeNB by applying the key derivation function as specified in Annex A.3 using the KASME from the current EPS NAS security context and the uplink NAS COUNT in the most recent NAS Security Mode Complete message From this temporary KeNB the UE shall derive the KeNB* as normal (see clause A.5). The eNB shall take the KeNB it received from the MME, which is equal to the temporary KeNB, as basis for its KeNB* derivations. From this step onwards, the key derivations continue as in a normal handover If the AS level re-keying fails, then the MME shall complete another NAS security mode procedure before initiating a new AS level re-keying. This ensures that a fresh KeNB is used The NH parameter shall be handled according to the following rules - UE and MME shall use NH derived from old KASME before the context modification is complete, i.e. for the UE when it sends the RRC Connection Reconfiguration Complete, and for the MME when it receives the UE CONTEXT MODIFICATION RESPONSE. In particular, the MME shall send an NH derived from old KASME in the S1AP HANDOVER RESOURCE ALLOCATION S10 FORWARD RELOCATION, and S1AP PATH SWITCH REQUEST ACKNOWLEDGE messages before the context modification is complete - The eNB shall delete any old NH upon completion of the context - The UE and MME shall delete any old NH upon completion of the context modification. After the completion of the context modification, the UE and the MME shall derive any new NH parameters from the KeNB calculated from the uplink NAS COUNT and the KASME used to calculate that KeNB according to Annex A.4 .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C972,UNKNOWN,UNKNOWN,This procedure is based on an intra-cell handover. The KeNB chaining that is performed during a handover ensures that the KeNB is re-freshed w.r.t the RRC and UP COUNT after the procedure .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C973,UNKNOWN,UNKNOWN,"After an AKA has taken place, new NAS keys from a new KASME shall be derived, according to Annex A.7 To re-activate a non-current full native EPS security context after handover from GERAN or UTRAN, cf. clause 9.2.2 B step 7, the UE and the MME take the NAS keys into use by running a NAS SMC procedure according to MME shall activate fresh NAS keys from an EPS AKA run or activate native security context with sufficiently low NAS COUNT values before the NAS uplink or downlink COUNT wraps around with the current security context .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C974,SECURITY MODE COMMAND,UNKNOWN,"Concurrent runs of security procedures may, in certain situations, lead to mismatches between security contexts in the network and the UE. In order to avoid such mismatches, the following rules shall be adhered to 1. MME shall not initiate any of the S1 procedures Initial Context Setup or UE Context Modification including a new KeNB towards a UE if a NAS Security Mode Command procedure is ongoing with the UE 2. The MME shall not initiate a NAS Security Mode Command towards a UE if one of the S1 procedures Initial Context Setup or UE Context Modification including a new KeNB is ongoing with the UE 3. When the UE has cryptographically protected radio bearers established and the MME has initiated a NAS SMC procedure in order to take a new KASME into use, the MME shall continue to include AS security context parameters based on the old KASME in the HANDOVER REQUEST or PATH SWITCH REQUEST ACKNOWLEDGE message, until the MME takes a KeNB derived from the new KASME into use by means of a UE Context Modification 4. When the UE has cryptographically protected radio bearers established and has received a NAS SMC message in order to take a new KASME into use, the UE shall continue to use AS security context parameters based on the old KASME in handover until the network indicates in an RRCConnectionReconfiguration procedure to take a KeNB derived from the new KASME into use 5. The source eNB shall reject an S1 UE Context Modification Request when the eNB has initiated, but not yet completed, an inter-eNB handover When a RRCConnectionReconfiguration procedure triggered by a UE Context Modification is ongoing the source eNB shall wait for the completion of this procedure before initiating any further handover procedure 6. When the MME has initiated a NAS SMC procedure in order to take a new KASME into use and receives a request for an inter-MME handover or an inter-RAT handover from the serving eNB, the MME shall wait for the completion of the NAS SMC procedure before sending an S10 FORWARD RELOCATION message or initiating an inter-RAT handover 7. When the MME has initiated a UE Context Modification procedure in order to take a new KeNB into use and receives a request for an inter MME handover from the serving eNB, the MME shall wait for the (successful or unsuccessful) completion of the UE Context Modification procedure before sending an S10 FORWARD RELOCATION message 8. When the MME has successfully performed a NAS SMC procedure taking a new KASME into use, but has not yet successfully performed a UE Context Modification procedure, which takes a KeNB derived from the new KASME into use, the MME shall include both the old KASME with the corresponding eKSI, NH, and NCC, and a full EPS NAS security context based on the new KASME in the S10 FORWARD RELOCATION message 9. When an MME receives a S10 FORWARD RELOCATION message including both the old KASME with the corresponding eKSI, NH, and NCC, and a full EPS NAS security context based on the new KASME the MME shall use the new KASME in NAS procedures, but shall continue to include AS security context parameters based on the old KASME in the HANDOVER REQUEST or PATH SWITCH REQUEST ACKNOWLEDGE message until the completion of a UE Context Modification procedure, which takes a KeNB derived from the new 10. Once the source MME has sent an S10 FORWARD RELOCATION message to the target MME at an inter-MME handover, the source MME shall not send any downlink NAS messages to the UE until it is aware that the handover has either failed or has been cancelled .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
