cve_id,description,source,is_cellular_related,detailed_description
CVE-2024-43051,"ts Vulnerabilities ChipsetQualcomm SM8635Also known as Snapdragon 8s Gen 3StatisticsReleased (est):January 20241 year agoVulnerabilities:54Devices:1VulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2024-38426MEDIUMCELLULARFIRMWAREJan 3, 2024Mar 2025N/ACVE-2024-43051MEDIUMGPUOSMay 6, 2024Mar 2025Mar 2025CVE-2024-43056MEDIUMVIRTUALIZATIONOSApr 19, 2024Mar 2025N/ACVE-2024-53011HIGHGPUN/AN/AMar 2025Mar 2025CVE-2024-53014HIGHAUDIOOSN/AMar 2025Mar 2025CVE-2024-53024HIGHGPUOSN/AMar 2025Mar 2025CVE-2024-53027HIGHWIFIOSN/AMar 2025Mar 2025CVE-2025-21424HIGHMACHINE_LEARNINGOSNov 20, 2024Mar 2025N/ACVE-2024-38404HIGHCELLULARFIRMWAREN/AFeb 2025N/ACVE-2024-45569CRITICALWIFIOSN/AFeb 2025Feb 202554 of 54 row(s) shown.Rows per pagePage 1 of 6Go to first pageGo to previous pageGo to next pageGo to last pageDevicesNameCode nameManufacturerRelease DateXiaomi Civi 4 ProchenfengXIAOMIMar 20, 20241 of 1 row(s) shown.Rows per pagePage 1 of 1Go to first pageGo to previous page",https://www.chipsets.org/chipsets/609,True,Information disclosure while deriving keys for a session for any Widevine use case.
CVE-2024-43052,"ets.orgChipsets.orgChipsets.orgDevices Chipsets Vulnerabilities ChipsetQualcomm MSM8909wAlso known as Wear 2100, Wear 2500, Wear 3100StatisticsReleased (est):July 20186 years agoVulnerabilities:667Devices:7VulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2024-43052HIGHGPUN/AN/ADec 2024N/ACVE-2024-38422HIGHAUDIOOSApr 3, 2024Nov 2024Nov 2024CVE-2024-38423HIGHGPUOSApr 25, 2024Nov 2024Nov 2024CVE-2024-33042HIGHN/AOSN/ASep 2024Sep 2024CVE-2024-33043MEDIUMN/AOSN/ASep 2024Sep 2024CVE-2024-33052HIGHN/AOSN/ASep 2024Sep 2024CVE-2024-23353HIGHCELLULARN/AN/AAug 2024N/ACVE-2023-43551CRITICALCELLULARN/AN/AJun 2024N/ACVE-2018-5383HIGHBLUETOOTHFIRMWAREJan 18, 2018Apr 2024Aug 2018CVE-2024-21468HIGHGPUOSSep 8, 2023Apr 2024Apr 2024667 of 667 row(s) shown.Rows per pagePage 1 of 67Go to first pageGo to previous pageGo to next pageGo to last pageDevicesNameCode nameManufacturerRelease DateAsus Zenwatch 3 WI503QAsus Zenwatch 3 WI503QASUSDec 1, 2016Oppo WatchOppo WatchOPPOMa",https://www.chipsets.org/chipsets/433,True,Memory corruption while processing API calls to NPU with invalid input.
CVE-2024-43055,"s Vulnerabilities ChipsetQualcomm SDM429wAlso known as Wear 4100 and 4100+StatisticsReleased (est):April 20204 years agoVulnerabilities:435Devices:0VulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2024-38426MEDIUMCELLULARFIRMWAREJan 3, 2024Mar 2025N/ACVE-2024-43055HIGHVISIONOSApr 17, 2024Mar 2025N/ACVE-2024-43056MEDIUMVIRTUALIZATIONOSApr 19, 2024Mar 2025N/ACVE-2024-43057HIGHIPCOSApr 3, 2024Mar 2025N/ACVE-2024-43059HIGHN/AOSMar 31, 2024Mar 2025N/ACVE-2024-43060HIGHAUDIOOSMar 31, 2024Mar 2025N/ACVE-2024-43061HIGHAUDIOOSMar 31, 2024Mar 2025N/ACVE-2024-43062HIGHVISIONOSMar 5, 2024Mar 2025N/ACVE-2024-45580HIGHN/AOSN/AMar 2025N/ACVE-2024-49836HIGHVISIONOSN/AMar 2025Mar 2025435 of 435 row(s) shown.Rows per pagePage 1 of 44Go to first pageGo to previous pageGo to next pageGo to last pageDevicesNameCode nameManufacturerRelease DateNo results.0 of 0 row(s) shown.Rows per pagePage 1 of 0Go to first pageGo to previous pageGo to next pageGo to last pageInformation",https://www.chipsets.org/chipsets/434,True,Memory corruption while processing camera use case IOCTL call.
CVE-2024-43056,"wn as Wear 4100 and 4100+StatisticsReleased (est):April 20204 years agoVulnerabilities:435Devices:0VulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2024-38426MEDIUMCELLULARFIRMWAREJan 3, 2024Mar 2025N/ACVE-2024-43055HIGHVISIONOSApr 17, 2024Mar 2025N/ACVE-2024-43056MEDIUMVIRTUALIZATIONOSApr 19, 2024Mar 2025N/ACVE-2024-43057HIGHIPCOSApr 3, 2024Mar 2025N/ACVE-2024-43059HIGHN/AOSMar 31, 2024Mar 2025N/ACVE-2024-43060HIGHAUDIOOSMar 31, 2024Mar 2025N/ACVE-2024-43061HIGHAUDIOOSMar 31, 2024Mar 2025N/ACVE-2024-43062HIGHVISIONOSMar 5, 2024Mar 2025N/ACVE-2024-45580HIGHN/AOSN/AMar 2025N/ACVE-2024-49836HIGHVISIONOSN/AMar 2025Mar 2025435 of 435 row(s) shown.Rows per pagePage 1 of 44Go to first pageGo to previous pageGo to next pageGo to last pageDevicesNameCode nameManufacturerRelease DateNo results.0 of 0 row(s) shown.Rows per pagePage 1 of 0Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is in",https://www.chipsets.org/chipsets/434,True,Transient DOS during hypervisor virtual I/O operation in a virtual machine.
CVE-2024-43057,"04 years agoVulnerabilities:435Devices:0VulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2024-38426MEDIUMCELLULARFIRMWAREJan 3, 2024Mar 2025N/ACVE-2024-43055HIGHVISIONOSApr 17, 2024Mar 2025N/ACVE-2024-43056MEDIUMVIRTUALIZATIONOSApr 19, 2024Mar 2025N/ACVE-2024-43057HIGHIPCOSApr 3, 2024Mar 2025N/ACVE-2024-43059HIGHN/AOSMar 31, 2024Mar 2025N/ACVE-2024-43060HIGHAUDIOOSMar 31, 2024Mar 2025N/ACVE-2024-43061HIGHAUDIOOSMar 31, 2024Mar 2025N/ACVE-2024-43062HIGHVISIONOSMar 5, 2024Mar 2025N/ACVE-2024-45580HIGHN/AOSN/AMar 2025N/ACVE-2024-49836HIGHVISIONOSN/AMar 2025Mar 2025435 of 435 row(s) shown.Rows per pagePage 1 of 44Go to first pageGo to previous pageGo to next pageGo to last pageDevicesNameCode nameManufacturerRelease DateNo results.0 of 0 row(s) shown.Rows per pagePage 1 of 0Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset",https://www.chipsets.org/chipsets/434,True,Memory corruption while processing command in Glink linux.
CVE-2024-43059,"rabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2024-38426MEDIUMCELLULARFIRMWAREJan 3, 2024Mar 2025N/ACVE-2024-43055HIGHVISIONOSApr 17, 2024Mar 2025N/ACVE-2024-43056MEDIUMVIRTUALIZATIONOSApr 19, 2024Mar 2025N/ACVE-2024-43057HIGHIPCOSApr 3, 2024Mar 2025N/ACVE-2024-43059HIGHN/AOSMar 31, 2024Mar 2025N/ACVE-2024-43060HIGHAUDIOOSMar 31, 2024Mar 2025N/ACVE-2024-43061HIGHAUDIOOSMar 31, 2024Mar 2025N/ACVE-2024-43062HIGHVISIONOSMar 5, 2024Mar 2025N/ACVE-2024-45580HIGHN/AOSN/AMar 2025N/ACVE-2024-49836HIGHVISIONOSN/AMar 2025Mar 2025435 of 435 row(s) shown.Rows per pagePage 1 of 44Go to first pageGo to previous pageGo to next pageGo to last pageDevicesNameCode nameManufacturerRelease DateNo results.0 of 0 row(s) shown.Rows per pagePage 1 of 0Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the indus",https://www.chipsets.org/chipsets/434,True,Memory corruption while invoking IOCTL calls from the use-space for HGSL memory node.
CVE-2024-43060,"nPublished by manufacturerPublished by AOSPCVE-2024-38426MEDIUMCELLULARFIRMWAREJan 3, 2024Mar 2025N/ACVE-2024-43055HIGHVISIONOSApr 17, 2024Mar 2025N/ACVE-2024-43056MEDIUMVIRTUALIZATIONOSApr 19, 2024Mar 2025N/ACVE-2024-43057HIGHIPCOSApr 3, 2024Mar 2025N/ACVE-2024-43059HIGHN/AOSMar 31, 2024Mar 2025N/ACVE-2024-43060HIGHAUDIOOSMar 31, 2024Mar 2025N/ACVE-2024-43061HIGHAUDIOOSMar 31, 2024Mar 2025N/ACVE-2024-43062HIGHVISIONOSMar 5, 2024Mar 2025N/ACVE-2024-45580HIGHN/AOSN/AMar 2025N/ACVE-2024-49836HIGHVISIONOSN/AMar 2025Mar 2025435 of 435 row(s) shown.Rows per pagePage 1 of 44Go to first pageGo to previous pageGo to next pageGo to last pageDevicesNameCode nameManufacturerRelease DateNo results.0 of 0 row(s) shown.Rows per pagePage 1 of 0Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several ",https://www.chipsets.org/chipsets/434,True,"Memory corruption during voice activation, when sound model parameters are loaded from HLOS to ADSP."
CVE-2024-43061,"024-38426MEDIUMCELLULARFIRMWAREJan 3, 2024Mar 2025N/ACVE-2024-43055HIGHVISIONOSApr 17, 2024Mar 2025N/ACVE-2024-43056MEDIUMVIRTUALIZATIONOSApr 19, 2024Mar 2025N/ACVE-2024-43057HIGHIPCOSApr 3, 2024Mar 2025N/ACVE-2024-43059HIGHN/AOSMar 31, 2024Mar 2025N/ACVE-2024-43060HIGHAUDIOOSMar 31, 2024Mar 2025N/ACVE-2024-43061HIGHAUDIOOSMar 31, 2024Mar 2025N/ACVE-2024-43062HIGHVISIONOSMar 5, 2024Mar 2025N/ACVE-2024-45580HIGHN/AOSN/AMar 2025N/ACVE-2024-49836HIGHVISIONOSN/AMar 2025Mar 2025435 of 435 row(s) shown.Rows per pagePage 1 of 44Go to first pageGo to previous pageGo to next pageGo to last pageDevicesNameCode nameManufacturerRelease DateNo results.0 of 0 row(s) shown.Rows per pagePage 1 of 0Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and aut",https://www.chipsets.org/chipsets/434,True,"Memory corruption during voice activation, when sound model parameters are loaded from HLOS, and the received sound model list is empty in HLOS drive."
CVE-2024-43062,"25N/ACVE-2024-43055HIGHVISIONOSApr 17, 2024Mar 2025N/ACVE-2024-43056MEDIUMVIRTUALIZATIONOSApr 19, 2024Mar 2025N/ACVE-2024-43057HIGHIPCOSApr 3, 2024Mar 2025N/ACVE-2024-43059HIGHN/AOSMar 31, 2024Mar 2025N/ACVE-2024-43060HIGHAUDIOOSMar 31, 2024Mar 2025N/ACVE-2024-43061HIGHAUDIOOSMar 31, 2024Mar 2025N/ACVE-2024-43062HIGHVISIONOSMar 5, 2024Mar 2025N/ACVE-2024-45580HIGHN/AOSN/AMar 2025N/ACVE-2024-49836HIGHVISIONOSN/AMar 2025Mar 2025435 of 435 row(s) shown.Rows per pagePage 1 of 44Go to first pageGo to previous pageGo to next pageGo to last pageDevicesNameCode nameManufacturerRelease DateNo results.0 of 0 row(s) shown.Rows per pagePage 1 of 0Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this proce",https://www.chipsets.org/chipsets/434,True,Memory corruption caused by missing locks and checks on the DMA fence and improper synchronization.
CVE-2024-45555,"entAffectsReported onPublished by manufacturerPublished by AOSPCVE-2024-38426MEDIUMCELLULARFIRMWAREJan 3, 2024Mar 2025N/ACVE-2024-53027HIGHWIFIOSN/AMar 2025Mar 2025CVE-2024-53030HIGHN/AOSN/AMar 2025N/ACVE-2024-38416MEDIUMAUDIOOSMar 11, 2024Feb 2025N/ACVE-2024-33067MEDIUMAUDIOOSFeb 9, 2024Jan 2025N/ACVE-2024-45555HIGHBOOTFIRMWAREJun 11, 2023Jan 2025N/ACVE-2024-38422HIGHAUDIOOSApr 3, 2024Nov 2024Nov 2024CVE-2024-38423HIGHGPUOSApr 25, 2024Nov 2024Nov 2024CVE-2024-33042HIGHN/AOSN/ASep 2024Sep 2024CVE-2024-33043MEDIUMN/AOSN/ASep 2024Sep 2024748 of 748 row(s) shown.Rows per pagePage 1 of 75Go to first pageGo to previous pageGo to next pageGo to last pageDevicesNameCode nameManufacturerRelease DateNo results.0 of 0 row(s) shown.Rows per pagePage 1 of 0Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtain",https://www.chipsets.org/chipsets/437,True,"Memory corruption can occur if an already verified IFS2 image is overwritten, bypassing boot verification. This allows unauthorized programs to be injected into security-sensitive images, enabling the booting of a tampered IFS2 system image."
CVE-2024-45569,"r 19, 2024Mar 2025N/ACVE-2024-53011HIGHGPUN/AN/AMar 2025Mar 2025CVE-2024-53014HIGHAUDIOOSN/AMar 2025Mar 2025CVE-2024-53024HIGHGPUOSN/AMar 2025Mar 2025CVE-2024-53027HIGHWIFIOSN/AMar 2025Mar 2025CVE-2025-21424HIGHMACHINE_LEARNINGOSNov 20, 2024Mar 2025N/ACVE-2024-38404HIGHCELLULARFIRMWAREN/AFeb 2025N/ACVE-2024-45569CRITICALWIFIOSN/AFeb 2025Feb 202554 of 54 row(s) shown.Rows per pagePage 1 of 6Go to first pageGo to previous pageGo to next pageGo to last pageDevicesNameCode nameManufacturerRelease DateXiaomi Civi 4 ProchenfengXIAOMIMar 20, 20241 of 1 row(s) shown.Rows per pagePage 1 of 1Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not u",https://www.chipsets.org/chipsets/609,True,Memory corruption while parsing the ML IE due to invalid frame content.
CVE-2024-45580,"025N/ACVE-2024-43056MEDIUMVIRTUALIZATIONOSApr 19, 2024Mar 2025N/ACVE-2024-43057HIGHIPCOSApr 3, 2024Mar 2025N/ACVE-2024-43059HIGHN/AOSMar 31, 2024Mar 2025N/ACVE-2024-43060HIGHAUDIOOSMar 31, 2024Mar 2025N/ACVE-2024-43061HIGHAUDIOOSMar 31, 2024Mar 2025N/ACVE-2024-43062HIGHVISIONOSMar 5, 2024Mar 2025N/ACVE-2024-45580HIGHN/AOSN/AMar 2025N/ACVE-2024-49836HIGHVISIONOSN/AMar 2025Mar 2025435 of 435 row(s) shown.Rows per pagePage 1 of 44Go to first pageGo to previous pageGo to next pageGo to last pageDevicesNameCode nameManufacturerRelease DateNo results.0 of 0 row(s) shown.Rows per pagePage 1 of 0Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do",https://www.chipsets.org/chipsets/434,True,Memory corruption while handling multuple IOCTL calls from userspace for remote invocation.
CVE-2024-49836,"IONOSApr 19, 2024Mar 2025N/ACVE-2024-43057HIGHIPCOSApr 3, 2024Mar 2025N/ACVE-2024-43059HIGHN/AOSMar 31, 2024Mar 2025N/ACVE-2024-43060HIGHAUDIOOSMar 31, 2024Mar 2025N/ACVE-2024-43061HIGHAUDIOOSMar 31, 2024Mar 2025N/ACVE-2024-43062HIGHVISIONOSMar 5, 2024Mar 2025N/ACVE-2024-45580HIGHN/AOSN/AMar 2025N/ACVE-2024-49836HIGHVISIONOSN/AMar 2025Mar 2025435 of 435 row(s) shown.Rows per pagePage 1 of 44Go to first pageGo to previous pageGo to next pageGo to last pageDevicesNameCode nameManufacturerRelease DateNo results.0 of 0 row(s) shown.Rows per pagePage 1 of 0Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particu",https://www.chipsets.org/chipsets/434,True,Memory corruption may occur during the synchronization of the camera`s frame processing pipeline.
CVE-2024-53011,"1 year agoVulnerabilities:54Devices:1VulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2024-38426MEDIUMCELLULARFIRMWAREJan 3, 2024Mar 2025N/ACVE-2024-43051MEDIUMGPUOSMay 6, 2024Mar 2025Mar 2025CVE-2024-43056MEDIUMVIRTUALIZATIONOSApr 19, 2024Mar 2025N/ACVE-2024-53011HIGHGPUN/AN/AMar 2025Mar 2025CVE-2024-53014HIGHAUDIOOSN/AMar 2025Mar 2025CVE-2024-53024HIGHGPUOSN/AMar 2025Mar 2025CVE-2024-53027HIGHWIFIOSN/AMar 2025Mar 2025CVE-2025-21424HIGHMACHINE_LEARNINGOSNov 20, 2024Mar 2025N/ACVE-2024-38404HIGHCELLULARFIRMWAREN/AFeb 2025N/ACVE-2024-45569CRITICALWIFIOSN/AFeb 2025Feb 202554 of 54 row(s) shown.Rows per pagePage 1 of 6Go to first pageGo to previous pageGo to next pageGo to last pageDevicesNameCode nameManufacturerRelease DateXiaomi Civi 4 ProchenfengXIAOMIMar 20, 20241 of 1 row(s) shown.Rows per pagePage 1 of 1Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide inf",https://www.chipsets.org/chipsets/609,True,Information disclosure may occur due to improper permission and access controls to Video Analytics engine.
CVE-2024-53014,"abilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2024-38426MEDIUMCELLULARFIRMWAREJan 3, 2024Mar 2025N/ACVE-2024-43051MEDIUMGPUOSMay 6, 2024Mar 2025Mar 2025CVE-2024-43056MEDIUMVIRTUALIZATIONOSApr 19, 2024Mar 2025N/ACVE-2024-53011HIGHGPUN/AN/AMar 2025Mar 2025CVE-2024-53014HIGHAUDIOOSN/AMar 2025Mar 2025CVE-2024-53024HIGHGPUOSN/AMar 2025Mar 2025CVE-2024-53027HIGHWIFIOSN/AMar 2025Mar 2025CVE-2025-21424HIGHMACHINE_LEARNINGOSNov 20, 2024Mar 2025N/ACVE-2024-38404HIGHCELLULARFIRMWAREN/AFeb 2025N/ACVE-2024-45569CRITICALWIFIOSN/AFeb 2025Feb 202554 of 54 row(s) shown.Rows per pagePage 1 of 6Go to first pageGo to previous pageGo to next pageGo to last pageDevicesNameCode nameManufacturerRelease DateXiaomi Civi 4 ProchenfengXIAOMIMar 20, 20241 of 1 row(s) shown.Rows per pagePage 1 of 1Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset secu",https://www.chipsets.org/chipsets/609,True,Memory corruption may occur while validating  ports and channels in Audio driver.
CVE-2024-53023,"vices:0VulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2024-38426MEDIUMCELLULARFIRMWAREJan 3, 2024Mar 2025N/ACVE-2024-43051MEDIUMGPUOSMay 6, 2024Mar 2025Mar 2025CVE-2024-43057HIGHIPCOSApr 3, 2024Mar 2025N/ACVE-2024-53014HIGHAUDIOOSN/AMar 2025Mar 2025CVE-2024-53023HIGHN/AOSN/AMar 2025N/ACVE-2024-53024HIGHGPUOSN/AMar 2025Mar 2025CVE-2024-53027HIGHWIFIOSN/AMar 2025Mar 2025CVE-2025-21424HIGHMACHINE_LEARNINGOSNov 20, 2024Mar 2025N/ACVE-2024-38414MEDIUMVISIONOSMar 21, 2024Feb 2025N/ACVE-2024-38417MEDIUMN/AOSMar 13, 2024Feb 2025N/A363 of 363 row(s) shown.Rows per pagePage 1 of 37Go to first pageGo to previous pageGo to next pageGo to last pageDevicesNameCode nameManufacturerRelease DateNo results.0 of 0 row(s) shown.Rows per pagePage 1 of 0Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within t",https://www.chipsets.org/chipsets/435,True,Memory corruption may occur while accessing a variable during extended back to back tests.
CVE-2024-53024,"onPublished by manufacturerPublished by AOSPCVE-2024-38426MEDIUMCELLULARFIRMWAREJan 3, 2024Mar 2025N/ACVE-2024-43051MEDIUMGPUOSMay 6, 2024Mar 2025Mar 2025CVE-2024-43056MEDIUMVIRTUALIZATIONOSApr 19, 2024Mar 2025N/ACVE-2024-53011HIGHGPUN/AN/AMar 2025Mar 2025CVE-2024-53014HIGHAUDIOOSN/AMar 2025Mar 2025CVE-2024-53024HIGHGPUOSN/AMar 2025Mar 2025CVE-2024-53027HIGHWIFIOSN/AMar 2025Mar 2025CVE-2025-21424HIGHMACHINE_LEARNINGOSNov 20, 2024Mar 2025N/ACVE-2024-38404HIGHCELLULARFIRMWAREN/AFeb 2025N/ACVE-2024-45569CRITICALWIFIOSN/AFeb 2025Feb 202554 of 54 row(s) shown.Rows per pagePage 1 of 6Go to first pageGo to previous pageGo to next pageGo to last pageDevicesNameCode nameManufacturerRelease DateXiaomi Civi 4 ProchenfengXIAOMIMar 20, 20241 of 1 row(s) shown.Rows per pagePage 1 of 1Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry.",https://www.chipsets.org/chipsets/609,True,Memory corruption in display driver while detaching a device.
CVE-2024-53027,"SPCVE-2024-38426MEDIUMCELLULARFIRMWAREJan 3, 2024Mar 2025N/ACVE-2024-43051MEDIUMGPUOSMay 6, 2024Mar 2025Mar 2025CVE-2024-43056MEDIUMVIRTUALIZATIONOSApr 19, 2024Mar 2025N/ACVE-2024-53011HIGHGPUN/AN/AMar 2025Mar 2025CVE-2024-53014HIGHAUDIOOSN/AMar 2025Mar 2025CVE-2024-53024HIGHGPUOSN/AMar 2025Mar 2025CVE-2024-53027HIGHWIFIOSN/AMar 2025Mar 2025CVE-2025-21424HIGHMACHINE_LEARNINGOSNov 20, 2024Mar 2025N/ACVE-2024-38404HIGHCELLULARFIRMWAREN/AFeb 2025N/ACVE-2024-45569CRITICALWIFIOSN/AFeb 2025Feb 202554 of 54 row(s) shown.Rows per pagePage 1 of 6Go to first pageGo to previous pageGo to next pageGo to last pageDevicesNameCode nameManufacturerRelease DateXiaomi Civi 4 ProchenfengXIAOMIMar 20, 20241 of 1 row(s) shown.Rows per pagePage 1 of 1Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several ",https://www.chipsets.org/chipsets/609,True,Transient DOS may occur while processing the country IE.
CVE-2024-53030,"m MSM8996AUAlso known as Snapdragon 820AStatisticsReleased (est):Invalid DateVulnerabilities:748Devices:0VulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2024-38426MEDIUMCELLULARFIRMWAREJan 3, 2024Mar 2025N/ACVE-2024-53027HIGHWIFIOSN/AMar 2025Mar 2025CVE-2024-53030HIGHN/AOSN/AMar 2025N/ACVE-2024-38416MEDIUMAUDIOOSMar 11, 2024Feb 2025N/ACVE-2024-33067MEDIUMAUDIOOSFeb 9, 2024Jan 2025N/ACVE-2024-45555HIGHBOOTFIRMWAREJun 11, 2023Jan 2025N/ACVE-2024-38422HIGHAUDIOOSApr 3, 2024Nov 2024Nov 2024CVE-2024-38423HIGHGPUOSApr 25, 2024Nov 2024Nov 2024CVE-2024-33042HIGHN/AOSN/ASep 2024Sep 2024CVE-2024-33043MEDIUMN/AOSN/ASep 2024Sep 2024748 of 748 row(s) shown.Rows per pagePage 1 of 75Go to first pageGo to previous pageGo to next pageGo to last pageDevicesNameCode nameManufacturerRelease DateNo results.0 of 0 row(s) shown.Rows per pagePage 1 of 0Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is ",https://www.chipsets.org/chipsets/437,True,Memory corruption while processing input message passed from FE driver.
CVE-2025-20634,"HIGHCELLULARFIRMWAREN/AMar 2025Mar 2025CVE-2025-20645HIGHTRUSTN/AN/AMar 2025Mar 2025CVE-2025-20647MEDIUMCELLULARFIRMWAREN/AMar 2025N/ACVE-2025-20650MEDIUMN/AN/AN/AMar 2025N/ACVE-2025-20651MEDIUMN/AN/AN/AMar 2025N/ACVE-2025-20653MEDIUMN/AN/AN/AMar 2025N/ACVE-2024-20147MEDIUMBLUETOOTHN/AN/AFeb 2025N/ACVE-2025-20634HIGHCELLULARFIRMWAREN/AFeb 2025Feb 2025CVE-2025-20635HIGHN/AN/AN/AFeb 2025Feb 2025CVE-2025-20636HIGHN/AN/AN/AFeb 2025Feb 2025186 of 186 row(s) shown.Rows per pagePage 1 of 19Go to first pageGo to previous pageGo to next pageGo to last pageDevicesNameCode nameManufacturerRelease Datevivo S17eV2285AVIVOMay 24, 2023vivo iQOO Z7 Provivo iQOO Z7 ProVIVOSep 5, 2023vivo T2 Provivo T2 ProVIVOSep 29, 2023vivo V27V2231VIVOMar 1, 2023vivo V27V2246VIVOMar 1, 2023Nothing Phone (2a)A142NOTHINGMar 11, 2024vivo T3vivo T3VIVOMar 26, 2024vivo iQOO Z9I2302VIVOMar 12, 2024vivo S18evivo S18eVIVOJan 12, 2023Xiaomi Redmi Note 13 Pro+zirconXIAOMISep 20, 202310 of 10 row(s) shown.Rows per pagePage 1 of 1Go to first ",https://www.chipsets.org/chipsets/272,True,"In Modem, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution, if a UE has connected to a rogue base station controlled by the attacker, with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: MOLY01289384; Issue ID: MSV-2436."
CVE-2025-20635,"AOSPCVE-2025-20647MEDIUMCELLULARFIRMWAREN/AMar 2025N/ACVE-2025-20650MEDIUMN/AN/AN/AMar 2025N/ACVE-2025-20651MEDIUMN/AN/AN/AMar 2025N/ACVE-2025-20652MEDIUMN/AN/AN/AMar 2025N/ACVE-2025-20653MEDIUMN/AN/AN/AMar 2025N/ACVE-2024-20141HIGHN/AN/AN/AFeb 2025Feb 2025CVE-2024-20142HIGHN/AN/AN/AFeb 2025Feb 2025CVE-2025-20635HIGHN/AN/AN/AFeb 2025Feb 2025CVE-2025-20636HIGHN/AN/AN/AFeb 2025Feb 2025CVE-2025-20638MEDIUMN/AN/AN/AFeb 2025N/A387 of 387 row(s) shown.Rows per pagePage 1 of 39Go to first pageGo to previous pageGo to next pageGo to last pageDevicesNameCode nameManufacturerRelease DateBlackview BV9200Blackview BV9200BLACKVIEWJan 9, 2023Doogee S99Doogee S99DOOGEEDec 5, 2022Infinix Hot 20SX6827INFINIXOct 13, 2022Ulefone Armor 22Ulefone Armor 22ULEFONEAug 1, 2023Ulefone Armor 24Ulefone Armor 24ULEFONESep 1, 2023Infinix Note 12 VIPX672INFINIXJul 13, 2022Xiaomi Redmi Note 12SseaXIAOMIApr 26, 2023Blackview BV8800Blackview BV8800BLACKVIEWJan 10, 2022Doogee S98Doogee S98DOOGEEMar 28, 2022Doogee S98 ProDoogee S98 Pr",https://www.chipsets.org/chipsets/233,True,"In V6 DA, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege, if an attacker has physical access to the device, with no additional execution privileges needed. User interaction is needed for exploitation. Patch ID: ALPS09403752; Issue ID: MSV-2434."
